,date,rd_link_cd,signgu_cd,signgu_nm,adstrd_cd,adstrd_nm,dayweek_cd,agrde_cd,tmzon_cd,flpop_co
9848316,201612,36907,11290,己合备,11290590,捣鞠2悼,1,0,2,2.175
9848337,201612,36907,11290,己合备,11290590,捣鞠2悼,1,30,2,0.425
9848344,201612,36907,11290,己合备,11290590,捣鞠2悼,1,40,2,0.85
9848351,201612,36907,11290,己合备,11290590,捣鞠2悼,1,50,2,0.775
9848358,201612,36907,11290,己合备,11290590,捣鞠2悼,1,60,2,0.125
9848365,201612,36907,11290,己合备,11290590,捣鞠2悼,2,0,2,0.5625
9848386,201612,36907,11290,己合备,11290590,捣鞠2悼,2,30,2,0.0625
9848393,201612,36907,11290,己合备,11290590,捣鞠2悼,2,40,2,0.25
9848400,201612,36907,11290,己合备,11290590,捣鞠2悼,2,50,2,0.1875
9848407,201612,36907,11290,己合备,11290590,捣鞠2悼,2,60,2,0.0625
9849590,201612,36920,11290,己合备,11290590,捣鞠2悼,1,0,2,85.85
9849597,201612,36920,11290,己合备,11290590,捣鞠2悼,1,10,2,6.725
9849604,201612,36920,11290,己合备,11290590,捣鞠2悼,1,20,2,6.525
9849611,201612,36920,11290,己合备,11290590,捣鞠2悼,1,30,2,13.375
9849618,201612,36920,11290,己合备,11290590,捣鞠2悼,1,40,2,19.9
9849625,201612,36920,11290,己合备,11290590,捣鞠2悼,1,50,2,19.0
9849632,201612,36920,11290,己合备,11290590,捣鞠2悼,1,60,2,20.325
9849639,201612,36920,11290,己合备,11290590,捣鞠2悼,2,0,2,52.07
9849646,201612,36920,11290,己合备,11290590,捣鞠2悼,2,10,2,2.4175
9849653,201612,36920,11290,己合备,11290590,捣鞠2悼,2,20,2,3.965
9849660,201612,36920,11290,己合备,11290590,捣鞠2悼,2,30,2,8.055
9849667,201612,36920,11290,己合备,11290590,捣鞠2悼,2,40,2,11.654166
9849674,201612,36920,11290,己合备,11290590,捣鞠2悼,2,50,2,12.835
9849681,201612,36920,11290,己合备,11290590,捣鞠2悼,2,60,2,13.143333
9850080,201612,36926,11290,己合备,11290590,捣鞠2悼,1,0,2,18.023777
9850087,201612,36926,11290,己合备,11290590,捣鞠2悼,1,10,2,0.6713333
9850094,201612,36926,11290,己合备,11290590,捣鞠2悼,1,20,2,0.6431111
9850101,201612,36926,11290,己合备,11290590,捣鞠2悼,1,30,2,3.843889
9850108,201612,36926,11290,己合备,11290590,捣鞠2悼,1,40,2,5.569667
9850115,201612,36926,11290,己合备,11290590,捣鞠2悼,1,50,2,4.7
9850122,201612,36926,11290,己合备,11290590,捣鞠2悼,1,60,2,2.5957778
9850129,201612,36926,11290,己合备,11290590,捣鞠2悼,2,0,2,8.119722
9850143,201612,36926,11290,己合备,11290590,捣鞠2悼,2,20,2,0.2936111
9850150,201612,36926,11290,己合备,11290590,捣鞠2悼,2,30,2,1.6127778
9850157,201612,36926,11290,己合备,11290590,捣鞠2悼,2,40,2,2.7444444
9850164,201612,36926,11290,己合备,11290590,捣鞠2悼,2,50,2,2.4208333
9850171,201612,36926,11290,己合备,11290590,捣鞠2悼,2,60,2,1.0480555
9851844,201612,36945,11290,己合备,11290630,沥釜2悼,1,0,2,6.7396665
9851865,201612,36945,11290,己合备,11290630,沥釜2悼,1,30,2,1.515
9851872,201612,36945,11290,己合备,11290630,沥釜2悼,1,40,2,2.573
9851879,201612,36945,11290,己合备,11290630,沥釜2悼,1,50,2,2.196
9851886,201612,36945,11290,己合备,11290630,沥釜2悼,1,60,2,0.45566666
9851893,201612,36945,11290,己合备,11290630,沥釜2悼,2,0,2,1.12
9851914,201612,36945,11290,己合备,11290630,沥釜2悼,2,30,2,0.18666667
9851921,201612,36945,11290,己合备,11290630,沥釜2悼,2,40,2,0.37333333
9851928,201612,36945,11290,己合备,11290630,沥釜2悼,2,50,2,0.37333333
9851935,201612,36945,11290,己合备,11290630,沥釜2悼,2,60,2,0.18666667
9852824,201612,36954,11290,己合备,11290590,捣鞠2悼,1,0,2,27.356667
9852831,201612,36954,11290,己合备,11290590,捣鞠2悼,1,10,2,0.7216667
9852838,201612,36954,11290,己合备,11290590,捣鞠2悼,1,20,2,2.397
9852845,201612,36954,11290,己合备,11290590,捣鞠2悼,1,30,2,6.038
9852852,201612,36954,11290,己合备,11290590,捣鞠2悼,1,40,2,7.655667
9852859,201612,36954,11290,己合备,11290590,捣鞠2悼,1,50,2,6.701667
9852866,201612,36954,11290,己合备,11290590,捣鞠2悼,1,60,2,3.8426666
9852873,201612,36954,11290,己合备,11290590,捣鞠2悼,2,0,2,14.57
9852887,201612,36954,11290,己合备,11290590,捣鞠2悼,2,20,2,0.7133333
9852894,201612,36954,11290,己合备,11290590,捣鞠2悼,2,30,2,2.8516667
9852901,201612,36954,11290,己合备,11290590,捣鞠2悼,2,40,2,4.7525
9852908,201612,36954,11290,己合备,11290590,捣鞠2悼,2,50,2,4.548333
9852915,201612,36954,11290,己合备,11290590,捣鞠2悼,2,60,2,1.7041667
9854588,201612,36973,11290,己合备,11290590,捣鞠2悼,1,0,2,55.298428
9854595,201612,36973,11290,己合备,11290590,捣鞠2悼,1,10,2,2.4414287
9854602,201612,36973,11290,己合备,11290590,捣鞠2悼,1,20,2,5.8331428
9854609,201612,36973,11290,己合备,11290590,捣鞠2悼,1,30,2,10.623
9854616,201612,36973,11290,己合备,11290590,捣鞠2悼,1,40,2,14.072143
9854623,201612,36973,11290,己合备,11290590,捣鞠2悼,1,50,2,12.991143
9854630,201612,36973,11290,己合备,11290590,捣鞠2悼,1,60,2,9.337571
9854637,201612,36973,11290,己合备,11290590,捣鞠2悼,2,0,2,29.784286
9854644,201612,36973,11290,己合备,11290590,捣鞠2悼,2,10,2,0.64928573
9854651,201612,36973,11290,己合备,11290590,捣鞠2悼,2,20,2,2.352857
9854658,201612,36973,11290,己合备,11290590,捣鞠2悼,2,30,2,5.352857
9854665,201612,36973,11290,己合备,11290590,捣鞠2悼,2,40,2,8.15
9854672,201612,36973,11290,己合备,11290590,捣鞠2悼,2,50,2,8.244286
9854679,201612,36973,11290,己合备,11290590,捣鞠2悼,2,60,2,5.035
9855470,201612,36983,11290,己合备,11290630,沥釜2悼,1,0,2,3.9185
9855491,201612,36983,11290,己合备,11290630,沥釜2悼,1,30,2,0.4835
9855498,201612,36983,11290,己合备,11290630,沥釜2悼,1,40,2,2.1855
9855505,201612,36983,11290,己合备,11290630,沥釜2悼,1,50,2,1.0785
9855512,201612,36983,11290,己合备,11290630,沥釜2悼,1,60,2,0.171
9855519,201612,36983,11290,己合备,11290630,沥釜2悼,2,0,2,0.28
9855540,201612,36983,11290,己合备,11290630,沥釜2悼,2,30,2,0.07
9855547,201612,36983,11290,己合备,11290630,沥釜2悼,2,40,2,0.14
9855554,201612,36983,11290,己合备,11290630,沥釜2悼,2,50,2,0.07
9855568,201612,36984,11290,己合备,11290630,沥釜2悼,1,0,2,1.6888572
9855589,201612,36984,11290,己合备,11290630,沥釜2悼,1,30,2,0.17628571
9855596,201612,36984,11290,己合备,11290630,沥釜2悼,1,40,2,0.9842857
9855603,201612,36984,11290,己合备,11290630,沥釜2悼,1,50,2,0.493
9855610,201612,36984,11290,己合备,11290630,沥釜2悼,1,60,2,0.035285715
9864682,201612,37077,11290,己合备,11290590,捣鞠2悼,1,0,2,78.48325
9864689,201612,37077,11290,己合备,11290590,捣鞠2悼,1,10,2,6.836
9864696,201612,37077,11290,己合备,11290590,捣鞠2悼,1,20,2,7.593
9864703,201612,37077,11290,己合备,11290590,捣鞠2悼,1,30,2,12.564
9864710,201612,37077,11290,己合备,11290590,捣鞠2悼,1,40,2,18.6525
9864717,201612,37077,11290,己合备,11290590,捣鞠2悼,1,50,2,17.08875
9864724,201612,37077,11290,己合备,11290590,捣鞠2悼,1,60,2,15.749
9864731,201612,37077,11290,己合备,11290590,捣鞠2悼,2,0,2,44.498123
9864738,201612,37077,11290,己合备,11290590,捣鞠2悼,2,10,2,2.47125
9864745,201612,37077,11290,己合备,11290590,捣鞠2悼,2,20,2,4.346875
9864752,201612,37077,11290,己合备,11290590,捣鞠2悼,2,30,2,6.9625
9864759,201612,37077,11290,己合备,11290590,捣鞠2悼,2,40,2,10.4275
9864766,201612,37077,11290,己合备,11290590,捣鞠2悼,2,50,2,10.725
9864773,201612,37077,11290,己合备,11290590,捣鞠2悼,2,60,2,9.565
9865172,201612,37081,11290,己合备,11290590,捣鞠2悼,1,0,2,13.813
9865179,201612,37081,11290,己合备,11290590,捣鞠2悼,1,10,2,0.7943636
9865186,201612,37081,11290,己合备,11290590,捣鞠2悼,1,20,2,0.99163634
9865193,201612,37081,11290,己合备,11290590,捣鞠2悼,1,30,2,4.044909
9865200,201612,37081,11290,己合备,11290590,捣鞠2悼,1,40,2,4.267273
9865207,201612,37081,11290,己合备,11290590,捣鞠2悼,1,50,2,3.1286364
9865214,201612,37081,11290,己合备,11290590,捣鞠2悼,1,60,2,0.5861818
9865221,201612,37081,11290,己合备,11290590,捣鞠2悼,2,0,2,2.486818
9865235,201612,37081,11290,己合备,11290590,捣鞠2悼,2,20,2,0.3825
9865242,201612,37081,11290,己合备,11290590,捣鞠2悼,2,30,2,0.43204546
9865249,201612,37081,11290,己合备,11290590,捣鞠2悼,2,40,2,0.83931816
9865256,201612,37081,11290,己合备,11290590,捣鞠2悼,2,50,2,0.6325
9865263,201612,37081,11290,己合备,11290590,捣鞠2悼,2,60,2,0.20045455
9865466,201612,37085,11290,己合备,11290630,沥釜2悼,1,0,2,2.7922857
9865487,201612,37085,11290,己合备,11290630,沥釜2悼,1,30,2,0.46185714
9865494,201612,37085,11290,己合备,11290630,沥釜2悼,1,40,2,1.5335715
9865501,201612,37085,11290,己合备,11290630,沥釜2悼,1,50,2,0.7072857
9865508,201612,37085,11290,己合备,11290630,沥釜2悼,1,60,2,0.08957143
9865515,201612,37085,11290,己合备,11290630,沥釜2悼,2,0,2,0.4867857
9865536,201612,37085,11290,己合备,11290630,沥釜2悼,2,30,2,0.07357143
9865543,201612,37085,11290,己合备,11290630,沥釜2悼,2,40,2,0.33964285
9865550,201612,37085,11290,己合备,11290630,沥釜2悼,2,50,2,0.07357143
9865564,201612,37086,11290,己合备,11290630,沥釜2悼,1,0,2,2.729
9865585,201612,37086,11290,己合备,11290630,沥釜2悼,1,30,2,0.38
9865592,201612,37086,11290,己合备,11290630,沥釜2悼,1,40,2,1.515
9865599,201612,37086,11290,己合备,11290630,沥釜2悼,1,50,2,0.606
9865606,201612,37086,11290,己合备,11290630,沥釜2悼,1,60,2,0.228
9865613,201612,37086,11290,己合备,11290630,沥釜2悼,2,0,2,0.7475
9865634,201612,37086,11290,己合备,11290630,沥釜2悼,2,30,2,0.1875
9865641,201612,37086,11290,己合备,11290630,沥釜2悼,2,40,2,0.3725
9865648,201612,37086,11290,己合备,11290630,沥釜2悼,2,50,2,0.1875
9865662,201612,37087,11290,己合备,11290630,沥釜2悼,1,0,2,2.573
9865683,201612,37087,11290,己合备,11290630,沥釜2悼,1,30,2,0.303
9865690,201612,37087,11290,己合备,11290630,沥釜2悼,1,40,2,1.438
9865697,201612,37087,11290,己合备,11290630,沥釜2悼,1,50,2,0.756
9865704,201612,37087,11290,己合备,11290630,沥釜2悼,1,60,2,0.076
9865760,201612,37088,11290,己合备,11290630,沥釜2悼,1,0,2,0.862
9865781,201612,37088,11290,己合备,11290630,沥釜2悼,1,30,2,0.114
9865788,201612,37088,11290,己合备,11290630,沥釜2悼,1,40,2,0.45875
9865795,201612,37088,11290,己合备,11290630,沥釜2悼,1,50,2,0.256
9865802,201612,37088,11290,己合备,11290630,沥釜2悼,1,60,2,0.03325
9868602,201612,37113,11290,己合备,11290630,沥釜2悼,1,0,2,2.729
9868623,201612,37113,11290,己合备,11290630,沥釜2悼,1,30,2,0.38
9868630,201612,37113,11290,己合备,11290630,沥釜2悼,1,40,2,1.515
9868637,201612,37113,11290,己合备,11290630,沥釜2悼,1,50,2,0.606
9868644,201612,37113,11290,己合备,11290630,沥釜2悼,1,60,2,0.228
9868651,201612,37113,11290,己合备,11290630,沥釜2悼,2,0,2,0.7475
9868672,201612,37113,11290,己合备,11290630,沥釜2悼,2,30,2,0.1875
9868679,201612,37113,11290,己合备,11290630,沥釜2悼,2,40,2,0.3725
9868686,201612,37113,11290,己合备,11290630,沥釜2悼,2,50,2,0.1875
9868700,201612,37114,11290,己合备,11290630,沥釜2悼,1,0,2,3.639
9868721,201612,37114,11290,己合备,11290630,沥釜2悼,1,30,2,0.513
9868728,201612,37114,11290,己合备,11290630,沥釜2悼,1,40,2,1.988
9868735,201612,37114,11290,己合备,11290630,沥釜2悼,1,50,2,0.853
9868742,201612,37114,11290,己合备,11290630,沥釜2悼,1,60,2,0.285
9868749,201612,37114,11290,己合备,11290630,沥釜2悼,2,0,2,0.84
9868770,201612,37114,11290,己合备,11290630,沥釜2悼,2,30,2,0.21
9868777,201612,37114,11290,己合备,11290630,沥釜2悼,2,40,2,0.42
9868784,201612,37114,11290,己合备,11290630,沥釜2悼,2,50,2,0.21
9871248,201612,37138,11290,己合备,11290590,捣鞠2悼,1,0,2,2.657
9871269,201612,37138,11290,己合备,11290590,捣鞠2悼,1,30,2,0.519
9871276,201612,37138,11290,己合备,11290590,捣鞠2悼,1,40,2,1.0393333
9871283,201612,37138,11290,己合备,11290590,捣鞠2悼,1,50,2,0.947
9871290,201612,37138,11290,己合备,11290590,捣鞠2悼,1,60,2,0.15166667
9871297,201612,37138,11290,己合备,11290590,捣鞠2悼,2,0,2,0.68583333
9871318,201612,37138,11290,己合备,11290590,捣鞠2悼,2,30,2,0.075833336
9871325,201612,37138,11290,己合备,11290590,捣鞠2悼,2,40,2,0.305
9871332,201612,37138,11290,己合备,11290590,捣鞠2悼,2,50,2,0.22916667
9871339,201612,37138,11290,己合备,11290590,捣鞠2悼,2,60,2,0.075833336
9872424,201612,37153,11290,己合备,11290590,捣鞠2悼,1,0,2,87.4355
9872431,201612,37153,11290,己合备,11290590,捣鞠2悼,1,10,2,6.809
9872438,201612,37153,11290,己合备,11290590,捣鞠2悼,1,20,2,9.2705
9872445,201612,37153,11290,己合备,11290590,捣鞠2悼,1,30,2,14.623
9872452,201612,37153,11290,己合备,11290590,捣鞠2悼,1,40,2,20.5265
9872459,201612,37153,11290,己合备,11290590,捣鞠2悼,1,50,2,19.015
9872466,201612,37153,11290,己合备,11290590,捣鞠2悼,1,60,2,17.1915
9872473,201612,37153,11290,己合备,11290590,捣鞠2悼,2,0,2,49.74
9872480,201612,37153,11290,己合备,11290590,捣鞠2悼,2,10,2,2.41625
9872487,201612,37153,11290,己合备,11290590,捣鞠2悼,2,20,2,4.915
9872494,201612,37153,11290,己合备,11290590,捣鞠2悼,2,30,2,8.0775
9872501,201612,37153,11290,己合备,11290590,捣鞠2悼,2,40,2,11.8975
9872508,201612,37153,11290,己合备,11290590,捣鞠2悼,2,50,2,12.37125
9872515,201612,37153,11290,己合备,11290590,捣鞠2悼,2,60,2,10.0625
9872718,201612,37156,11290,己合备,11290630,沥釜2悼,1,0,2,1.5985
9872739,201612,37156,11290,己合备,11290630,沥釜2悼,1,30,2,0.254
9872746,201612,37156,11290,己合备,11290630,沥釜2悼,1,40,2,0.8513333
9872753,201612,37156,11290,己合备,11290630,沥釜2悼,1,50,2,0.4105
9872760,201612,37156,11290,己合备,11290630,沥釜2悼,1,60,2,0.082666665
9872767,201612,37156,11290,己合备,11290630,沥釜2悼,2,0,2,0.30041668
9872788,201612,37156,11290,己合备,11290630,沥釜2悼,2,30,2,0.03125
9872795,201612,37156,11290,己合备,11290630,沥釜2悼,2,40,2,0.23791666
9872802,201612,37156,11290,己合备,11290630,沥釜2悼,2,50,2,0.03125
9875266,201612,37182,11290,己合备,11290590,捣鞠2悼,1,0,2,51.1695
9875273,201612,37182,11290,己合备,11290590,捣鞠2悼,1,10,2,4.300667
9875280,201612,37182,11290,己合备,11290590,捣鞠2悼,1,20,2,4.4653335
9875287,201612,37182,11290,己合备,11290590,捣鞠2悼,1,30,2,8.248167
9875294,201612,37182,11290,己合备,11290590,捣鞠2悼,1,40,2,12.5475
9875301,201612,37182,11290,己合备,11290590,捣鞠2悼,1,50,2,11.298333
9875308,201612,37182,11290,己合备,11290590,捣鞠2悼,1,60,2,10.3095
9875315,201612,37182,11290,己合备,11290590,捣鞠2悼,2,0,2,28.190416
9875322,201612,37182,11290,己合备,11290590,捣鞠2悼,2,10,2,1.4258333
9875329,201612,37182,11290,己合备,11290590,捣鞠2悼,2,20,2,2.6229167
9875336,201612,37182,11290,己合备,11290590,捣鞠2悼,2,30,2,4.2904167
9875343,201612,37182,11290,己合备,11290590,捣鞠2悼,2,40,2,6.55
9875350,201612,37182,11290,己合备,11290590,捣鞠2悼,2,50,2,6.89375
9875357,201612,37182,11290,己合备,11290590,捣鞠2悼,2,60,2,6.4075
9877422,201612,37204,11290,己合备,11290590,捣鞠2悼,1,0,2,4.089
9877443,201612,37204,11290,己合备,11290590,捣鞠2悼,1,30,2,0.799
9877450,201612,37204,11290,己合备,11290590,捣鞠2悼,1,40,2,1.598
9877457,201612,37204,11290,己合备,11290590,捣鞠2悼,1,50,2,1.457
9877464,201612,37204,11290,己合备,11290590,捣鞠2悼,1,60,2,0.235
9877471,201612,37204,11290,己合备,11290590,捣鞠2悼,2,0,2,1.0608333
9877492,201612,37204,11290,己合备,11290590,捣鞠2悼,2,30,2,0.1175
9877499,201612,37204,11290,己合备,11290590,捣鞠2悼,2,40,2,0.47166666
9877506,201612,37204,11290,己合备,11290590,捣鞠2悼,2,50,2,0.35416666
9877513,201612,37204,11290,己合备,11290590,捣鞠2悼,2,60,2,0.1175
9877716,201612,37207,11290,己合备,11290590,捣鞠2悼,1,0,2,12.053429
9877723,201612,37207,11290,己合备,11290590,捣鞠2悼,1,10,2,0.21657144
9877730,201612,37207,11290,己合备,11290590,捣鞠2悼,1,20,2,1.7395715
9877737,201612,37207,11290,己合备,11290590,捣鞠2悼,1,30,2,4.352
9877744,201612,37207,11290,己合备,11290590,捣鞠2悼,1,40,2,3.2005715
9877751,201612,37207,11290,己合备,11290590,捣鞠2悼,1,50,2,1.9935714
9877758,201612,37207,11290,己合备,11290590,捣鞠2悼,1,60,2,0.5511429
9877765,201612,37207,11290,己合备,11290590,捣鞠2悼,2,0,2,2.2425
9877779,201612,37207,11290,己合备,11290590,捣鞠2悼,2,20,2,0.33607143
9877786,201612,37207,11290,己合备,11290590,捣鞠2悼,2,30,2,0.42785713
9877793,201612,37207,11290,己合备,11290590,捣鞠2悼,2,40,2,0.625
9877800,201612,37207,11290,己合备,11290590,捣鞠2悼,2,50,2,0.63964283
9877807,201612,37207,11290,己合备,11290590,捣鞠2悼,2,60,2,0.21392857
9878402,201612,37214,11290,己合备,11290590,捣鞠2悼,1,0,2,31.1085
9878409,201612,37214,11290,己合备,11290590,捣鞠2悼,1,10,2,0.7575
9878416,201612,37214,11290,己合备,11290590,捣鞠2悼,1,20,2,4.685
9878423,201612,37214,11290,己合备,11290590,捣鞠2悼,1,30,2,6.627
9878430,201612,37214,11290,己合备,11290590,捣鞠2悼,1,40,2,8.008
9878437,201612,37214,11290,己合备,11290590,捣鞠2悼,1,50,2,7.167
9878444,201612,37214,11290,己合备,11290590,捣鞠2悼,1,60,2,3.864
9878451,201612,37214,11290,己合备,11290590,捣鞠2悼,2,0,2,15.2625
9878465,201612,37214,11290,己合备,11290590,捣鞠2悼,2,20,2,1.70375
9878472,201612,37214,11290,己合备,11290590,捣鞠2悼,2,30,2,2.98375
9878479,201612,37214,11290,己合备,11290590,捣鞠2悼,2,40,2,4.41125
9878486,201612,37214,11290,己合备,11290590,捣鞠2悼,2,50,2,4.56875
9878493,201612,37214,11290,己合备,11290590,捣鞠2悼,2,60,2,1.595
9878500,201612,37215,11290,己合备,11290590,捣鞠2悼,1,0,2,57.424168
9878507,201612,37215,11290,己合备,11290590,捣鞠2悼,1,10,2,3.2375
9878514,201612,37215,11290,己合备,11290590,捣鞠2悼,1,20,2,6.836
9878521,201612,37215,11290,己合备,11290590,捣鞠2悼,1,30,2,10.879
9878528,201612,37215,11290,己合备,11290590,捣鞠2悼,1,40,2,14.224334
9878535,201612,37215,11290,己合备,11290590,捣鞠2悼,1,50,2,12.807667
9878542,201612,37215,11290,己合备,11290590,捣鞠2悼,1,60,2,9.439667
9878549,201612,37215,11290,己合备,11290590,捣鞠2悼,2,0,2,31.0325
9878556,201612,37215,11290,己合备,11290590,捣鞠2悼,2,10,2,0.9033333
9878563,201612,37215,11290,己合备,11290590,捣鞠2悼,2,20,2,3.0491667
9878570,201612,37215,11290,己合备,11290590,捣鞠2悼,2,30,2,5.46125
9878577,201612,37215,11290,己合备,11290590,捣鞠2悼,2,40,2,8.25125
9878584,201612,37215,11290,己合备,11290590,捣鞠2悼,2,50,2,8.445833
9878591,201612,37215,11290,己合备,11290590,捣鞠2悼,2,60,2,4.9216666
9878794,201612,37218,11290,己合备,11290630,沥釜2悼,1,0,2,35.727
9878801,201612,37218,11290,己合备,11290630,沥釜2悼,1,10,2,1.105
9878808,201612,37218,11290,己合备,11290630,沥釜2悼,1,20,2,3.758
9878815,201612,37218,11290,己合备,11290630,沥釜2悼,1,30,2,7.513
9878822,201612,37218,11290,己合备,11290630,沥釜2悼,1,40,2,9.575
9878829,201612,37218,11290,己合备,11290630,沥釜2悼,1,50,2,7.882
9878836,201612,37218,11290,己合备,11290630,沥釜2悼,1,60,2,5.894
9878843,201612,37218,11290,己合备,11290630,沥釜2悼,2,0,2,17.385
9878857,201612,37218,11290,己合备,11290630,沥釜2悼,2,20,2,1.8275
9878864,201612,37218,11290,己合备,11290630,沥釜2悼,2,30,2,3.295
9878871,201612,37218,11290,己合备,11290630,沥釜2悼,2,40,2,5.125
9878878,201612,37218,11290,己合备,11290630,沥釜2悼,2,50,2,4.76
9878885,201612,37218,11290,己合备,11290630,沥釜2悼,2,60,2,2.3775
9880166,201612,37230,11290,己合备,11290630,沥釜2悼,1,0,2,39.071
9880173,201612,37230,11290,己合备,11290630,沥釜2悼,1,10,2,0.946
9880180,201612,37230,11290,己合备,11290630,沥釜2悼,1,20,2,3.57
9880187,201612,37230,11290,己合备,11290630,沥釜2悼,1,30,2,7.923333
9880194,201612,37230,11290,己合备,11290630,沥釜2悼,1,40,2,10.860666
9880201,201612,37230,11290,己合备,11290630,沥釜2悼,1,50,2,9.382667
9880208,201612,37230,11290,己合备,11290630,沥釜2悼,1,60,2,6.3883333
9880215,201612,37230,11290,己合备,11290630,沥釜2悼,2,0,2,19.086666
9880229,201612,37230,11290,己合备,11290630,沥釜2悼,2,20,2,1.6966667
9880236,201612,37230,11290,己合备,11290630,沥釜2悼,2,30,2,3.4383333
9880243,201612,37230,11290,己合备,11290630,沥釜2悼,2,40,2,5.5575
9880250,201612,37230,11290,己合备,11290630,沥釜2悼,2,50,2,5.35
9880257,201612,37230,11290,己合备,11290630,沥釜2悼,2,60,2,3.0441666
9880656,201612,37235,11290,己合备,11290630,沥釜2悼,1,0,2,5.6526666
9880677,201612,37235,11290,己合备,11290630,沥釜2悼,1,30,2,0.757
9880684,201612,37235,11290,己合备,11290630,沥釜2悼,1,40,2,3.104
9880691,201612,37235,11290,己合备,11290630,沥釜2悼,1,50,2,1.438
9880698,201612,37235,11290,己合备,11290630,沥釜2悼,1,60,2,0.35366666
9880705,201612,37235,11290,己合备,11290630,沥釜2悼,2,0,2,0.87166667
9880726,201612,37235,11290,己合备,11290630,沥釜2悼,2,30,2,0.21833333
9880733,201612,37235,11290,己合备,11290630,沥釜2悼,2,40,2,0.435
9880740,201612,37235,11290,己合备,11290630,沥釜2悼,2,50,2,0.21833333
9880754,201612,37236,11290,己合备,11290630,沥釜2悼,1,0,2,1.515
9880775,201612,37236,11290,己合备,11290630,沥釜2悼,1,30,2,0.228
9880782,201612,37236,11290,己合备,11290630,沥釜2悼,1,40,2,0.756
9880789,201612,37236,11290,己合备,11290630,沥釜2悼,1,50,2,0.455
9880796,201612,37236,11290,己合备,11290630,沥釜2悼,1,60,2,0.076
9881342,201612,37241,11290,己合备,11290630,沥釜2悼,1,0,2,3.81
9881363,201612,37241,11290,己合备,11290630,沥釜2悼,1,30,2,0.5415
9881370,201612,37241,11290,己合备,11290630,沥釜2悼,1,40,2,2.0735
9881377,201612,37241,11290,己合备,11290630,沥釜2悼,1,50,2,0.8815
9881384,201612,37241,11290,己合备,11290630,沥釜2悼,1,60,2,0.3135
9881391,201612,37241,11290,己合备,11290630,沥釜2悼,2,0,2,0.98
9881412,201612,37241,11290,己合备,11290630,沥釜2悼,2,30,2,0.21
9881419,201612,37241,11290,己合备,11290630,沥釜2悼,2,40,2,0.56
9881426,201612,37241,11290,己合备,11290630,沥釜2悼,2,50,2,0.21
9884674,201612,37275,11290,己合备,11290590,捣鞠2悼,1,0,2,13.456
9884681,201612,37275,11290,己合备,11290590,捣鞠2悼,1,10,2,0.29
9884695,201612,37275,11290,己合备,11290590,捣鞠2悼,1,30,2,2.784
9884702,201612,37275,11290,己合备,11290590,捣鞠2悼,1,40,2,4.872
9884709,201612,37275,11290,己合备,11290590,捣鞠2悼,1,50,2,4.118
9884716,201612,37275,11290,己合备,11290590,捣鞠2悼,1,60,2,1.392
9884723,201612,37275,11290,己合备,11290590,捣鞠2悼,2,0,2,5.125
9884744,201612,37275,11290,己合备,11290590,捣鞠2悼,2,30,2,0.875
9884751,201612,37275,11290,己合备,11290590,捣鞠2悼,2,40,2,2.05
9884758,201612,37275,11290,己合备,11290590,捣鞠2悼,2,50,2,1.6125
9884765,201612,37275,11290,己合备,11290590,捣鞠2悼,2,60,2,0.5875
9886732,201612,37295,11290,己合备,11290630,沥釜2悼,1,0,2,3.4303334
9886753,201612,37295,11290,己合备,11290630,沥釜2悼,1,30,2,0.494
9886760,201612,37295,11290,己合备,11290630,沥釜2悼,1,40,2,1.841
9886767,201612,37295,11290,己合备,11290630,沥釜2悼,1,50,2,0.81666666
9886774,201612,37295,11290,己合备,11290630,沥釜2悼,1,60,2,0.27866668
9886781,201612,37295,11290,己合备,11290630,沥釜2悼,2,0,2,0.845
9886802,201612,37295,11290,己合备,11290630,沥釜2悼,2,30,2,0.15583333
9886809,201612,37295,11290,己合备,11290630,沥釜2悼,2,40,2,0.53333336
9886816,201612,37295,11290,己合备,11290630,沥釜2悼,2,50,2,0.15583333
9886928,201612,37297,11290,己合备,11290630,沥釜2悼,1,0,2,37.352
9886935,201612,37297,11290,己合备,11290630,沥釜2悼,1,10,2,1.276
9886942,201612,37297,11290,己合备,11290630,沥釜2悼,1,20,2,3.364
9886949,201612,37297,11290,己合备,11290630,沥釜2悼,1,30,2,7.482
9886956,201612,37297,11290,己合备,11290630,沥釜2悼,1,40,2,10.034
9886963,201612,37297,11290,己合备,11290630,沥釜2悼,1,50,2,8.874
9886970,201612,37297,11290,己合备,11290630,沥釜2悼,1,60,2,6.322
9886977,201612,37297,11290,己合备,11290630,沥釜2悼,2,0,2,19.4275
9886991,201612,37297,11290,己合备,11290630,沥釜2悼,2,20,2,1.6125
9886998,201612,37297,11290,己合备,11290630,沥釜2悼,2,30,2,3.68
9887005,201612,37297,11290,己合备,11290630,沥釜2悼,2,40,2,5.6
9887012,201612,37297,11290,己合备,11290630,沥釜2悼,2,50,2,5.4525
9887019,201612,37297,11290,己合备,11290630,沥釜2悼,2,60,2,3.0825
9887320,201612,37300,11290,己合备,11290630,沥釜2悼,1,0,2,4.944667
9887341,201612,37300,11290,己合备,11290630,沥釜2悼,1,30,2,0.70633334
9887348,201612,37300,11290,己合备,11290630,沥釜2悼,1,40,2,2.6493332
9887355,201612,37300,11290,己合备,11290630,沥釜2悼,1,50,2,1.2353333
