구간번호,관리청,도로분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
60200-10,국토관리청(원주청),일반국도,강원특별자치도 철원군,43호선,1,38.197911,127.339287,38.1894,127.336794,0.002493,0.008511,73.673898
41460-85,경기도(용인시),농어촌도로,경기도 용인시,214호(원삼평대사거리),0.8,37.15401387,127.3395885,37.14895809,127.334232,0.005356518,0.005055782,43.34559633
41550-1,경기도(안성시),국지도,경기도 안성시,국지도82호선,1.24,37.0978225,127.3407905,37.0904136,127.3501145,-0.009324,0.0074089,141.5291593
30170-6,대전광역시(서구),지방도,대전광역시 서구,장안로,0.57,36.2341,127.3439,36.2298,127.3456,-0.0017,0.0043,111.5713072
36110-1,세종특별자치시(세종시),국지도,세종특별자치시,연청로(국지도96),0.4,36.53996436,127.3449398,36.53965121,127.3426386,0.002301147,0.000313155,7.749569956
30000-16,대전광역시(건설관리본부),지방도,대전광역시 유성구,한밭대로,0.7,36.36165217,127.3462846,36.36324126,127.3414153,0.004869332,-0.001589089,341.9260867
30170-7,대전광역시(서구),지방도,대전광역시 서구,언목재길,0.77,36.2622,127.3471,36.2678,127.352,-0.0049,-0.0056,228.8140748
36110-1,세종특별자치시(세종시),시도,세종특별자치시,"집현부강로(부용교, 시도10)",0.42,36.49602492,127.3484826,36.49775365,127.3557111,-0.007228556,-0.001728732,193.4498436
60100-5,국토관리청(서울청),일반국도,경기도 안성시,38호선,14,37.031257,127.34962,37.101908,127.516232,-0.166612,-0.070651,202.9791341
30000-11,대전광역시(건설관리본부),지방도,대전광역시 서구,동서대로,0.63,36.332102,127.352511,36.332214,127.343746,0.008765,-0.000112,359.2679089
30000-2,대전광역시(건설관리본부),지방도,대전광역시 서구,계백로,0.4,36.305073,127.35327,36.307086,127.361556,-0.008286,-0.002013,193.6548965
70100-104,한국도로공사(한국도로공사),고속국도,전라남도 순천시,25호선,3,35.02061406,127.3540049,35.02851076,127.3225054,0.031499528,-0.007896696,345.9264183
60100-24,국토관리청(서울청),일반국도,경기도 가평군,37호선,4,37.798072,127.354422,37.772801,127.379926,-0.025504,0.025271,135.2629212
44000-1,충청남도(본청),위임국도,충청남도 금산군,17호선,2,36.132485,127.355039,36.126506,127.338234,0.016805,0.005979,19.58489586
60300-62,국토관리청(대전청),일반국도,충청남도 금산군,17,2,36.132485,127.355039,36.126506,127.338234,,,
30000-18,대전광역시(건설관리본부),지방도,대전광역시 서구,월드컵대로,0.48,36.352616,127.356256,36.348702,127.350849,0.005407,0.003914,35.89989397
30000-19,대전광역시(건설관리본부),지방도,대전광역시 서구,갑천도시고속도로,0.47,36.357207,127.358346,36.36077,127.362141,-0.003795,-0.003563,223.1940448
41650-17,경기도(포천시),지방도,경기도 포천시,국지도78호선,1.6,38.0547565,127.3587327,38.05003302,127.3675272,-0.008794544,0.004723484,151.7600864
60400-33,국토관리청(익산청),일반국도,전북특별자치도 임실군,30호선,3,35.637782,127.359445,35.657952,127.367273,-0.007828,-0.02017,248.7887104
70100-173,한국도로공사(한국도로공사),고속국도,경기도 이천시,영동선,1,37.24386984,127.3597157,37.24099115,127.3699902,,,
46150-5,전라남도(순천시),지방도,전라남도 순천시,지방도857,2.8,34.95212722,127.3601963,34.96939203,127.3578506,0.002345656,-0.017264816,277.7370235
36110-1,세종특별자치시(세종시),시도,세종특별자치시,"세종청주로(갈산교, 시도17)",0.4,36.54016697,127.3605216,36.54145265,127.3660192,-0.005497632,-0.001285674,193.1626187
41610-3,경기도(광주시),국지도,경기도 광주시,국지도88호선,1.4,37.480013,127.361879,37.478658,127.352442,0.009437,0.001355,8.170897989
42780-4,강원특별자치도(철원군),군도,강원특별자치도 철원군,군도2호선,2,38.28437358,127.3639717,38.29641525,127.3757485,-0.01177682,-0.012041668,225.6370693
43000-6,충청북도(본청),지방도,충청북도 청주시,지방도 507,0.8,36.687529,127.365114,36.694511,127.363774,0.00134,-0.006982,280.8642198
30000-10,대전광역시(건설관리본부),지방도,대전광역시 서구,동서대로,1.2,36.334354,127.367289,36.332124,127.355616,0.011673,0.00223,10.81542057
70205-2,민자고속도로(서울춘천고속도로(주)),고속국도,경기도 양평군,60호선,2,37.63413819,127.3684518,37.6330448,127.3903418,-0.021890039,0.001093391,177.1404954
30000-1,대전광역시(건설관리본부),지방도,대전광역시 서구,계백로,0.85,36.312413,127.368559,36.311501,127.368308,0.000251,0.000912,74.61206795
30200-2,대전광역시(유성구),지방도,대전광역시 유성구,유성대로 1312번길,0.92,36.39808931,127.3687469,36.39808931,127.3687469,0,0,NaN
30200-1,대전광역시(유성구),지방도,대전광역시 유성구,유성대로 1312번길,0.92,36.399397,127.3696209,36.3995559,127.3690855,0.000535418,-0.000158899,343.470377
41820-7,경기도(가평군),군도,경기도 가평군,군도20호선,0.8,37.78058069,127.3703229,37.77362771,127.3721525,-0.001829587,0.00695298,104.74245
43000-1,충청북도(본청),지방도,충청북도 청주시,지방도507호,0.9,36.67680719,127.370892,36.68444596,127.365757,0.00513499,-0.007638774,303.9100581
46150-6,전라남도(순천시),지방도,전라남도 순천시,지방도857,3.5,35.04145599,127.3711866,35.08488215,127.3616944,0.009492226,-0.043426163,282.3299618
30000-6,대전광역시(건설관리본부),지방도,대전광역시 서구,계룡로,0.86,36.350815,127.372192,36.345974,127.378868,-0.006676,0.004841,144.0528255
60100-27,국토관리청(서울청),일반국도,경기도 남양주시,45호선,2,37.666812,127.372237,37.650398,127.36639,0.005847,0.016414,70.39306879
30000-20,대전광역시(건설관리본부),지방도,대전광역시 유성구,대덕대로,0.2,36.406689,127.372633,36.407872,127.376383,-0.00375,-0.001183,197.5087485
46720-1,전라남도(곡성군),지방도,전라남도 곡성군,지방도 861호선,2.9,35.29506249,127.3726527,35.29921967,127.3817158,-0.009063121,-0.004157178,204.6405308
41550-5,경기도(안성시),지방도,경기도 안성시,지방도302호선,1.6,36.9616154,127.3734207,36.9603426,127.3836735,-0.0102528,0.0012728,172.9234093
43000-1,충청북도(본청),지방도,충청북도 청주시,지방도507호선,0.5,36.6530553,127.3738575,36.65201297,127.3726632,0.001194228,0.001042332,41.11469963
36000-6,세종특별자치시(본청),시도,세종특별자치시,시목부강로(시도13호),0.7,36.52682332,127.3742652,36.52023582,127.3773033,-0.003038042,0.006587497,114.7583524
70100-112,한국도로공사(한국도로공사),고속국도,전북특별자치도 남원시,27호선,1.65,35.31716203,127.3766464,35.32555252,127.3624501,0.014196334,-0.008390486,329.4155588
30000-22,대전광역시(건설관리본부),지방도,대전광역시 서구,갑천도시고속도로,0.5,36.370347,127.376696,36.371098,127.382951,-0.006255,-0.000751,186.8463854
30140-3,대전광역시(중구),지방도,대전광역시 중구,복수로,0.4,36.27484376,127.3768423,36.27145,127.379011,-0.002168687,0.00339376,122.5794691
41000-1,경기도(본청),지방도,경기도 가평군,391호선,1.3,37.65379527,127.377083,37.64698214,127.3811876,-0.004104607,0.006813138,121.0670576
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,옥산산단4로,1,36.69495242,127.3773155,36.67977205,127.3969749,-0.019659394,0.015180368,142.3258051
30200-3,대전광역시(유성구),지방도,대전광역시 유성구,대덕대로 925번길,0.43,36.41152429,127.3777701,36.41288147,127.3741857,0.003584305,-0.001357177,339.26111
70100-13,한국도로공사(한국도로공사),고속국도,경기도 이천시,35호선,2,37.29048795,127.3782991,37.30111808,127.3611621,0.017137033,-0.010630136,328.1885897
46150-4,전라남도(순천시),국지도,전라남도 순천시,국지도58,2,34.91864591,127.3800001,34.9116947,127.3520809,0.027919264,0.006951205,13.98096898
30000-7,대전광역시(건설관리본부),지방도,대전광역시 서구,계룡로,0.6,36.343933,127.380586,36.340055,127.391067,-0.010481,0.003878,159.695382
30000-17,대전광역시(건설관리본부),지방도,대전광역시 서구,한밭대로,0.57,36.357659,127.382895,36.357702,127.376104,0.006791,-4.3E-05,359.6372131
41000-1,경기도(본청),지방도,경기도 가평군,98호선,0.49,37.69680788,127.3829587,37.69389495,127.3692273,0.013731317,0.002912934,11.97705361
60100-19,국토관리청(서울청),일반국도,경기도 양평군,6호선,1,37.50996,127.382973,37.508408,127.392922,-0.009949,0.001552,171.1335713
43110-1,충청북도(청주시),시도,충청북도 청주시,저산척북로,0.5,36.56047748,127.3837804,36.56265911,127.3865959,-0.002815547,-0.002181636,217.7704332
30000-31,대전광역시(건설관리본부),지방도,대전광역시 유성구,구즉세종로,0.25,36.443673,127.383938,36.44171704,127.3912813,-0.007343284,0.001955964,165.084939
43110-1,충청북도(청주시),지방도,충청북도 청주시,507호선,0.4,36.65686567,127.3854475,36.65080347,127.3930491,-0.00760159,0.006062203,141.4279401
30000-21,대전광역시(건설관리본부),지방도,대전광역시 서구,둔산대로,0.66,36.364805,127.386518,36.364826,127.374035,0.012483,-2.1E-05,359.9036121
30000-29,대전광역시(건설관리본부),지방도,대전광역시 중구,대둔산로,0.1,36.306466,127.386865,36.308296,127.387539,-0.000674,-0.00183,249.7809444
30200-6,대전광역시(유성구),구도,대전광역시 유성구,중로1-99,1.58,36.45766347,127.3873896,36.45060288,127.3900468,-0.00265715,0.007060599,110.6230685
30000-25,대전광역시(건설관리본부),지방도,대전광역시 중구,문화로,0.3,36.31508373,127.3874095,36.314149,127.403569,-0.016159474,0.000934734,176.6894515
45720-4,전라북도(진안군),군도,전북특별자치도 진안군,군도 14호선,1.2,35.98366087,127.3874138,35.99705283,127.379024,0.008389811,-0.01339196,302.0663711
30140-1,대전광역시(중구),지방도,대전광역시 중구,산서로,1.5,36.290886,127.388087,36.281471,127.394742,-0.006655,0.009415,125.2546096
43000-1,충청북도(본청),지방도,충청북도 진천군,지방도302호선,2,36.95999056,127.3891233,36.96240953,127.373349,0.015774275,-0.002418972,351.2816554
43110-1,충청북도(청주시),농어촌도로,충청북도 청주시,화산고개,0.5,36.72751917,127.3902706,36.72301314,127.3895914,0.000679203,0.004506032,81.42822139
60300-21,국토관리청(대전청),일반국도,충청북도 청주시,17호선,7,36.633485,127.390383,36.598389,127.448759,-0.058376,0.035096,148.9854637
30000-28,대전광역시(건설관리본부),지방도,대전광역시 중구,당디로,0.2,36.309283,127.393301,36.307123,127.394155,-0.000854,0.00216,111.5723742
30000-32,대전광역시(건설관리본부),지방도,대전광역시 중구,문화로,0.3,36.3144179,127.3940682,36.31446965,127.4046457,-0.010577488,-5.17527E-05,180.2803298
60100-30,국토관리청(서울청),일반국도,경기도 포천시,47호선,2,38.099335,127.394262,38.084248,127.391258,0.003004,0.015087,78.73900767
36000-7,세종특별자치시(본청),농어촌도로,세종특별자치시,부강외천로(리도213호),0.8,36.52923525,127.3949544,36.52338017,127.3998873,-0.004932943,0.005855077,130.1143717
30000-9,대전광역시(건설관리본부),지방도,대전광역시 중구,계백로,0.34,36.317814,127.395195,36.320502,127.40566,-0.010465,-0.002688,194.4053658
45720-1,전라북도(진안군),군도,전북특별자치도 진안군,군도 6호선,1.2,35.744487,127.3974571,35.75352879,127.3967167,0.000740362,-0.009041786,274.6810666
30140-5,대전광역시(중구),지방도,대전광역시 중구,산서로,3.8,36.29657482,127.3989999,36.29003583,127.3937339,0.005266033,0.006538992,51.15453367
43000-1,충청북도(본청),지방도,충청북도 진천군,지방도302호,2,36.95055724,127.3990846,36.96014996,127.3893857,0.009698902,-0.009592721,315.3153527
41820-5,경기도(가평군),지방도,경기도 가평군,지방도391호선,2,37.710408,127.4005699,37.694314,127.39026,0.010309881,0.016094,57.3562136
30000-26,대전광역시(건설관리본부),지방도,대전광역시 중구,동서대로,0.2,36.327429,127.400657,36.327727,127.401849,-0.001192,-0.000298,194.0362435
30140-7,대전광역시(중구),지방도,대전광역시 중구,산서로,1.5,36.269929,127.401067,36.263088,127.398155,0.002912,0.006841,66.94206077
30000-27,대전광역시(건설관리본부),지방도,대전광역시 중구,오류로,0.2,36.32582977,127.4015639,36.32598209,127.4022796,-0.000715755,-0.000152317,192.013697
43110-1,충청북도(청주시),시도,충청북도 청주시,사동구암로,0.7,36.58737761,127.4034578,36.58329942,127.4086844,-0.005226587,0.004078191,142.0358665
41500-3,경기도(이천시),시도,경기도 이천시,시도4호선,1,37.21850285,127.4045319,37.22034253,127.4015732,0.002958699,-0.001839686,328.1271058
30140-10,대전광역시(중구),구도,대전광역시 중구,을지대학교  급경사지,0.23,36.33148396,127.4049613,36.33242627,127.4060692,-0.001107818,-0.000942308,220.384447
30000-33,대전광역시(건설관리본부),광역시도,대전광역시 중구,계백로,0.53,36.32888813,127.405227,36.3333695,127.3990409,0.006186138,-0.004481364,324.0796609
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,가로수로,2.8,36.6226734,127.4059298,36.62000398,127.4003182,0.005611558,0.002669419,25.44044137
30000-8,대전광역시(건설관리본부),지방도,대전광역시 중구,계룡로,0.53,36.327587,127.406273,36.333358,127.399138,0.007135,-0.005771,321.0330388
43110-1,충청북도(청주시),시도,충청북도 청주시,중척길,0.5,36.48299127,127.4069714,36.48712843,127.4075786,-0.000607165,-0.004137164,261.6509368
46150-2,전라남도(순천시),일반국도,전라남도 순천시,국도22,3,35.02189252,127.4082022,35.03278051,127.4332247,-0.025022513,-0.010887993,203.515202
30140-16,대전광역시(중구),지방도,대전광역시 중구,중촌동 55-3 ~ 281-10,0.37,36.34028726,127.4084877,36.33817393,127.4074989,0.000988725,0.002113328,64.92735254
30140-15,대전광역시(중구),지방도,대전광역시 중구,중촌동 16-10 ~ 402-1,0.36,36.3377852,127.4093887,36.33775121,127.4134338,-0.004045013,3.39877E-05,179.5185906
45720-9,전라북도(진안군),농어촌도로,전북특별자치도 진안군,백운 105호,0.5,35.72629153,127.4103173,35.73066405,127.4114838,-0.001166503,-0.004372519,255.0624913
30140-11,대전광역시(중구),지방도,대전광역시 중구,목동 47-24 ~ 52-2,0.65,36.33649103,127.4105586,36.33784885,127.4077109,0.002847732,-0.001357818,334.5078755
30000-23,대전광역시(건설관리본부),지방도,대전광역시 중구,대종로,0.5,36.340657,127.410973,36.344623,127.404865,0.006108,-0.003966,327.0038374
43110-1,충청북도(청주시),시도,충청북도 청주시,사동구암로,0.45,36.57389023,127.4115123,36.57861448,127.4099105,0.001601817,-0.00472425,288.7298842
30140-14,대전광역시(중구),지방도,대전광역시 중구,중촌동 408-1 ~ 412-1,0.24,36.33531841,127.4135833,36.33598144,127.4115285,0.002054861,-0.000663029,342.1169966
41610-4,경기도(광주시),국지도,경기도 광주시,국지도98호선,0.92,37.39111106,127.4144816,37.38819354,127.406444,0.008037576,0.002917522,19.95015657
45720-8,전라북도(진안군),농어촌도로,전북특별자치도 진안군,진안 104호,0.5,35.74582216,127.4161873,35.74210519,127.4152333,0.000953908,0.003716974,75.6064864
41550-2,경기도(안성시),국지도,경기도 안성시,국지도82호선,2.3,37.0425784,127.4179312,37.03767,127.42471,-0.0067788,0.0049084,144.0924184
43000-1,충청북도(본청),지방도,충청북도 진천군,지방도302호선,2,36.94007584,127.4182408,36.94876033,127.400518,0.017722762,-0.00868449,333.8942677
45720-2,전라북도(진안군),군도,전북특별자치도 진안군,군도 13호선,0.8,35.77633478,127.4186662,35.78296778,127.4208637,-0.002197536,-0.006633004,251.6697954
30000-30,대전광역시(건설관리본부),지방도,대전광역시 중구,충무로,0.5,36.318257,127.420006,36.317104,127.425347,-0.005341,0.001153,167.8180905
30140-17,대전광역시(중구),지방도,대전광역시 중구,대흥동 326-210 ~326-141,0.16,36.31971828,127.4206581,36.32015338,127.4221185,-0.001460416,-0.000435105,196.5904857
41670-5,경기도(여주시),국지도,경기도 여주시,국지도 98호,0.6,37.39316817,127.4210544,37.39101029,127.4152279,0.0058265,0.00215788,20.32241941
60400-31,국토관리청(익산청),일반국도,전북특별자치도 진안군,26호선,4,35.783908,127.421403,35.778837,127.449257,-0.027854,0.005071,169.6819399
70100-71,한국도로공사(한국도로공사),고속국도,대전광역시 중구,300호선,1,36.27816359,127.4230108,36.27828215,127.4341065,-0.011095746,-0.000118562,180.6122025
30230-3,대전광역시(대덕구),지방도,대전광역시 대덕구,장동로,2,36.403852,127.423375,36.412519,127.435654,-0.012279,-0.008667,215.2159442
30140-8,대전광역시(중구),지방도,대전광역시 중구,대사동 129-7 ~ 233-122,0.25,36.31643416,127.4247499,36.31749609,127.4222311,0.002518829,-0.001061921,337.140039
30140-9,대전광역시(중구),지방도,대전광역시 중구,대사동 160-6 ~ 152-4,0.3,36.31497267,127.4248258,36.31378233,127.4253256,-0.000499835,0.001190339,112.7779986
41650-12,경기도(포천시),지방도,경기도 포천시,지방도372호선,2,38.08324437,127.425113,38.0943743,127.43103,-0.005917054,-0.011129934,242.0033598
60400-38,국토관리청(익산청),일반국도,전라남도 순천시,17호선,7,35.093534,127.425719,35.039717,127.437218,-0.011499,0.053817,102.060944
43110-1,충청북도(청주시),시도,충청북도 청주시,남석로,0.9,36.57594718,127.4258608,36.58312722,127.4277,-0.00183922,-0.007180044,255.632213
41500-6,경기도(이천시),시도,경기도 이천시,시도1호선,1,37.28997512,127.4268464,37.29230813,127.4249135,0.00193288,-0.002333012,309.6414519
70205-3,민자고속도로(서울춘천고속도로(주)),고속국도,경기도 양평군,60호선,2,37.64949691,127.430264,37.64882405,127.45277,-0.022505936,0.000672863,178.2875305
43110-1,충청북도(청주시),지방도,충청북도 청주시,엘지로,1.4,36.6790486,127.4305827,36.68405574,127.4290904,0.001492254,-0.005007143,286.5953765
43110-1,충청북도(청주시),농어촌도로,충청북도 청주시,복현고개,0.4,36.74820852,127.4310119,36.74847099,127.4275539,0.003458043,-0.00026247,355.6594906
30140-6,대전광역시(중구),지방도,대전광역시 중구,산서로,0.5,36.247556,127.4311202,36.251176,127.431943,-0.0008228,-0.00362,257.1946394
30230-4,대전광역시(대덕구),지방도,대전광역시 대덕구,용호동길,1.7,36.444323,127.434904,36.448539,127.450541,-0.015637,-0.004216,195.0891164
60100-3,국토관리청(서울청),일반국도,경기도 안성시,17호선,5,37.08218,127.434919,37.038931,127.43855,-0.003631,0.043249,94.79905283
41650-18,경기도(포천시),지방도,경기도 포천시,지방도372호선,2,38.0972284,127.434956,38.09986556,127.4431843,-0.00822827,-0.002637159,197.7706451
60300-20,국토관리청(대전청),일반국도,충청북도 진천군,17호선,1,36.996516,127.435262,36.987521,127.434538,0.000724,0.008995,85.39823122
60400-39,국토관리청(익산청),일반국도,전라남도 구례군,19호선,4,35.357845,127.437539,35.323095,127.44021,-0.002671,0.03475,94.39530105
43110-1,충청북도(청주시),일반국도,충청북도 청주시,3순환로,1.6,36.60373973,127.4377358,36.6016671,127.4435385,-0.005802683,0.002072631,160.3440379
30140-12,대전광역시(중구),지방도,대전광역시 중구,옥계동 31-4 ~ 156-16,0.5,36.30925601,127.4378626,36.30910702,127.4395199,-0.001657366,0.000148991,174.8631473
41550-6,경기도(안성시),국지도,경기도 안성시,국지도70호선,0.9,37.1476327,127.4379595,37.14126,127.4368439,0.0011156,0.0063727,80.07046135
60300-22,국토관리청(대전청),일반국도,충청북도 진천군,21호선,4,36.860678,127.438326,36.833913,127.413316,0.02501,0.026765,46.94139272
70100-49,한국도로공사(한국도로공사),고속국도,경기도 안성시,35호선,2,37.13626809,127.4411783,37.15409818,127.4392551,0.001923234,-0.017830094,276.1563777
41820-10,경기도(가평군),일반국도,경기도 가평군,국도75호선,2,37.982914,127.443387,37.97467566,127.4500058,-0.006618793,0.008238337,128.7788695
44710-1,충청남도(금산군),군도,충청남도 금산군,군도1호선 ,1,36.08436556,127.4450651,36.0772396,127.4473924,-0.002327267,0.007125963,108.0865085
70100-48,한국도로공사(한국도로공사),고속국도,경기도 안성시,35호선,2,37.10951011,127.4452808,37.12743489,127.4434092,0.001871569,-0.017924788,275.9607875
45720-7,전라북도(진안군),군도,전북특별자치도 진안군,군도 22호선,1.2,35.95387923,127.4473866,35.95341135,127.4613154,-0.01392883,0.000467884,178.0760961
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,2순환로,1,36.60617802,127.4496788,36.60154893,127.4596919,-0.010013018,0.004629086,155.1885795
43110-1,충청북도(청주시),시도,충청북도 청주시,죽암도원로,0.8,36.52458998,127.4499747,36.52186844,127.4588034,-0.008828725,0.00272154,162.8675797
30110-12,대전광역시(동구),지방도,대전광역시 동구,백룡로 48번길,0.05,36.33377017,127.4510783,36.3333942,127.4507403,0.000337958,0.000375968,48.04758658
30110-7,대전광역시(동구),지방도,대전광역시 동구,산서로,0.82,36.26881864,127.451831,36.2729761,127.4542133,-0.002382322,-0.004157458,240.1862668
70100-111,한국도로공사(한국도로공사),고속국도,전라남도 순천시,27호선,2,35.15426511,127.4518345,35.17099733,127.4454983,0.006336241,-0.016732221,290.7409249
30140-13,대전광역시(중구),지방도,대전광역시 중구,옥계동 31-4 ~ 156-16,1.15,36.29855276,127.452165,36.29646868,127.4541926,-0.002027686,0.002084082,134.2142032
60100-35,국토관리청(서울청),일반국도,강원특별자치도 화천군,75호선,3,38.039875,127.452886,38.023564,127.443002,0.009884,0.016311,58.78533421
41670-9,경기도(여주시),시도,경기도 여주시,시도6호,1.8,37.3787004,127.4529214,37.378538,127.461257,-0.008335617,0.0001624,178.8838649
70100-45,한국도로공사(한국도로공사),고속국도,경기도 양평군,45호선,1,37.49847234,127.4530441,37.50745551,127.4522441,0.000800002,-0.008983171,275.0890867
30110-9,대전광역시(동구),지방도,대전광역시 동구,백룡로,0.58,36.33201344,127.4547956,36.33504687,127.4503663,0.004429329,-0.003033433,325.5946503
43110-1,충청북도(청주시),시도,충청북도 청주시,척산화당로,2.5,36.55718521,127.455739,36.54916761,127.4780072,-0.022268227,0.008017601,160.1987572
30110-2,대전광역시(동구),지방도,대전광역시 동구,동구청로,0.83,36.3150854,127.4563273,36.31352211,127.4560675,0.000259827,0.001563291,80.56340177
41830-1,경기도(양평군),지방도,경기도 양평군,325호선,1,37.57887392,127.457702,37.58645593,127.4555965,0.002105458,-0.007582008,285.5195139
30230-1,대전광역시(대덕구),지방도,대전광역시 대덕구,대청로,1.9,36.449465,127.458241,36.463509,127.4667703,-0.0085293,-0.014044,238.7285612
30230-2,대전광역시(대덕구),지방도,대전광역시 대덕구,대청호수로,1.8,36.449465,127.458241,36.440278,127.465361,-0.00712,0.009187,127.7759765
41500-2,경기도(이천시),국지도,경기도 이천시,국지도70,0.5,37.26775092,127.4587039,37.26631835,127.4621552,-0.003451281,0.001432565,157.4575375
51790-1,강원특별자치도(화천군),일반국도,강원특별자치도 화천군,국도,0.1,38.04250498,127.4590325,38.04250498,127.4590325,0,0,NaN
45000-5,전라북도(도로관리사업소),지방도,전북특별자치도 남원시,국지60호,2.3,35.38837881,127.4594429,35.38662224,127.4785786,-0.019135709,0.00175657,174.7552093
41500-4,경기도(이천시),국지도,경기도 이천시,국지도70호선,0.55,37.29738401,127.4602411,37.30167077,127.4614632,-0.001222136,-0.004286756,254.0873786
43110-1,충청북도(청주시),시도,충청북도 청주시,1순환로,0.8,36.62963508,127.461961,36.62239644,127.4675736,-0.00561259,0.007238644,127.7887445
30110-10,대전광역시(동구),지방도,대전광역시 동구,새울로,0.46,36.32206543,127.4626014,36.31881465,127.4623473,0.000254119,0.003250784,85.53018854
60100-25,국토관리청(서울청),일반국도,경기도 가평군,37호선,2,37.690819,127.462853,37.677488,127.470105,-0.007252,0.013331,118.5459785
46150-8,전라남도(순천시),시도,전라남도 순천시,용수동길,7,34.94700054,127.4647398,34.98792555,127.4297525,0.034987361,-0.040925003,310.527598
30110-3,대전광역시(동구),지방도,대전광역시 동구,동부로,0.5,36.32434491,127.4651109,36.32248685,127.462691,0.002419911,0.001858061,37.51784029
60100-29,국토관리청(서울청),일반국도,경기도 가평군,46호선,2,37.782499,127.46526,37.792998,127.474311,-0.009051,-0.010499,229.235963
43110-2,충청북도(청주시),도시계획도로,충청북도 청주시,대로 1-6,0.29,36.6674661,127.465473,36.66640984,127.4635287,0.001944317,0.001056264,28.51333443
42000-42,강원특별자치도(도로관리사업소 북부지소),지방도,강원특별자치도 화천군,지방도372호선,2,38.08149769,127.4664597,38.08991647,127.4530388,0.013420936,-0.008418781,327.9004776
42000-101,강원특별자치도(도로관리사업소 북부지소),위임국도,강원특별자치도 철원군,56호,1.6,38.24040428,127.4696735,38.24313468,127.4695599,0.00011354,-0.002730395,272.381195
43110-1,충청북도(청주시),시도,충청북도 청주시,2순환로,1.7,36.59694108,127.4698126,36.59501613,127.4740043,-0.004191647,0.001924951,155.3337616
30110-4,대전광역시(동구),지방도,대전광역시 동구,신상로,0.13,36.35506614,127.4702067,36.35649812,127.4614637,0.008742953,-0.001431981,350.698292
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,1순환로,1.3,36.6155945,127.4708791,36.60728726,127.4815882,-0.010709091,0.008307238,142.1986122
43110-1,충청북도(청주시),시도,충청북도 청주시,공항ic육교 램프구간,2.9,36.70312292,127.471826,36.70930482,127.4715524,0.000273607,-0.0061819,272.5342211
60400-30,국토관리청(익산청),일반국도,전북특별자치도 남원시,24호선,4,35.449828,127.4728,35.446693,127.50591,-0.03311,0.003135,174.5911097
41670-6,경기도(여주시),지방도,경기도 여주시,지방도 333호,1.6,37.40597295,127.4741644,37.40031825,127.4633306,0.010833838,0.005654699,27.56221221
41500-1,경기도(이천시),지방도,경기도 이천시,지방도337호선,0.55,37.28752807,127.4746565,37.28645292,127.4766402,-0.00198368,0.001075153,151.5423444
43000-1,충청북도(본청),지방도,충청북도 음성군,지방도329호선,1.6,37.04347022,127.474744,37.0563667,127.4758132,-0.00106916,-0.012896477,265.2608318
43110-3,충청북도(청주시),시도,충청북도 청주시,2순환로,1,36.69562149,127.4751695,36.69794425,127.4736965,0.001472952,-0.002322761,302.3803513
30110-8,대전광역시(동구),지방도,대전광역시 동구,대청호수로,1.63,36.3495359,127.4751988,36.35372666,127.4774641,-0.002265287,-0.004190767,241.6069022
70100-47,한국도로공사(한국도로공사),고속국도,충청북도 음성군,35호선,1,37.05303875,127.4755191,37.06190744,127.4735229,0.001996196,-0.008868689,282.6849398
43110-1,충청북도(청주시),시도,충청북도 청주시,17,0.26,36.69448149,127.4758057,36.69676302,127.4744804,0.001325317,-0.002281528,300.1518886
46150-7,전라남도(순천시),지방도,전라남도 순천시,지방도840,1.5,35.08382774,127.4758676,35.10696359,127.48755,-0.0116824,-0.023135851,243.2086018
30110-6,대전광역시(동구),지방도,대전광역시 동구,금산로,0.35,36.24606418,127.4765497,36.24136065,127.4777205,-0.00117076,0.004703524,103.9775219
30110-11,대전광역시(동구),지방도,대전광역시 동구,대청호수로,0.3,36.39277468,127.4773264,36.39321081,127.4734533,0.00387311,-0.000436136,353.5752103
43110-1,충청북도(청주시),시도,충청북도 청주시,공항로,0.05,36.69131663,127.4776396,36.69131663,127.4776396,0,0,NaN
45000-6,전라북도(도로관리사업소),지방도,전북특별자치도 남원시,국지60호,1.8,35.38781075,127.4777786,35.37971811,127.4865302,-0.008751651,0.00809264,137.2404835
46150-9,전라남도(순천시),시도,전라남도 순천시,조비길,5,34.97271827,127.4781201,34.99798443,127.4459325,0.032187568,-0.025266151,321.8692875
70100-60,한국도로공사(한국도로공사),고속국도,충청북도 청주시,30호선,1,36.54586033,127.479322,36.54138211,127.488983,-0.009661017,0.004478223,155.1306094
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,남사로,0.15,36.63186434,127.4808193,36.63175424,127.482428,-0.001608693,0.000110095,176.0849091
30110-5,대전광역시(동구),지방도,대전광역시 동구,곤룡로,1.01,36.28288173,127.4813406,36.27849265,127.4887984,-0.007457805,0.004389075,149.5222931
