구간번호,관리청,도로분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
28720-41,인천광역시(옹진군),군도,인천광역시 옹진군,군도32-1호선,1,37.9741018,124.6192498,37.97047284,124.6207886,-0.001538803,0.003628963,112.9785817
28720-40,인천광역시(옹진군),군도,인천광역시 옹진군,군도33호선,1.65,37.94836359,124.6525052,37.92726429,124.6628753,-0.010370119,0.021099291,116.1737179
28720-39,인천광역시(옹진군),군도,인천광역시 옹진군,군도33호선,0.91,37.92736458,124.6632741,37.94435445,124.6544317,0.008842364,-0.01698987,297.4946856
28720-5,인천광역시(옹진군),군도,인천광역시 옹진군,군도32호선,1.5,37.97597025,124.6694335,37.97021023,124.6213933,0.048040291,0.005760025,6.837118239
28720-3,인천광역시(옹진군),군도,인천광역시 옹진군,군도31호선,0.5,37.96390005,124.6769292,37.9630762,124.6733516,0.003577644,0.000823846,12.96778837
28720-10,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,0.35,37.81105073,124.6887725,37.80991472,124.688643,0.000129491,0.001136011,83.49708476
28720-7,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,0.8,37.82402698,124.6919373,37.81831504,124.6809381,0.010999249,0.005711946,27.44300201
28720-44,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,0.3,37.80865099,124.6923093,37.80871784,124.6947278,-0.002418554,-6.68553E-05,181.5834058
28720-6,인천광역시(옹진군),군도,인천광역시 옹진군,군도32호선,0.7,37.97814051,124.6925851,37.97396451,124.6927631,-0.000177997,0.004176,92.44068849
28720-4,인천광역시(옹진군),군도,인천광역시 옹진군,군도31호선,0.9,37.97426122,124.7069125,37.97364669,124.7020734,0.004839054,0.000614526,7.237419128
28720-8,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,0.4,37.81597395,124.7071427,37.81415164,124.7047213,0.002421357,0.001822313,36.96512258
28720-9,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,1.1,37.83071318,124.7134232,37.83513963,124.7106258,0.002797406,-0.004426448,302.291881
28720-2,인천광역시(옹진군),군도,인천광역시 옹진군,군도31호선,0.2,37.96735122,124.7182148,37.97156829,124.7161667,0.002048084,-0.004217064,295.9042577
46910-12,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.8,34.66072173,125.3961661,34.65506965,125.390002,0.006164064,0.005652078,42.51896296
46910-13,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.7,34.65219513,125.3975156,34.64785281,125.4074951,-0.009979546,0.004342325,156.4850567
46910-11,전라남도(신안군),군도,전라남도 신안군,군도28호선,1,34.67022225,125.3985637,34.66279853,125.3976847,0.000879,0.007423717,83.24737522
46910-34,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.5,34.6791315,125.4073698,34.67028499,125.3986607,0.008709131,0.008846514,45.44836452
46910-9,전라남도(신안군),군도,전라남도 신안군,군도28호선,0.6,34.6860092,125.409598,34.68159823,125.4093307,0.000267313,0.004410969,86.53200588
46910-8,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.2,34.69229963,125.4166786,34.68672062,125.4109596,0.005718972,0.005579009,44.29023919
46910-18,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.6,34.65938469,125.4196346,34.64889821,125.4200788,-0.000444204,0.01048648,92.42558124
46910-19,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.8,34.64889269,125.4200439,34.64449787,125.4130546,0.006989282,0.004394818,32.16143263
46910-17,전라남도(신안군),군도,전라남도 신안군,군도28호선,0.8,34.66271855,125.4249183,34.66026924,125.4196087,0.005309512,0.002449309,24.76415223
46910-7,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.6,34.6937178,125.4286674,34.69359693,125.4169512,0.011716245,0.000120866,0.591050084
46910-16,전라남도(신안군),군도,전라남도 신안군,군도28호선,0.7,34.66161166,125.4314284,34.66196752,125.426247,0.005181369,-0.00035586,356.0710599
46910-15,전라남도(신안군),군도,전라남도 신안군,군도28호선,1.5,34.67151653,125.437061,34.66738018,125.4336463,0.00341464,0.004136354,50.45967278
46910-14,전라남도(신안군),군도,전라남도 신안군,군도28호선,2,34.68302358,125.4434015,34.67372336,125.4364988,0.006902744,0.009300226,53.41673151
28720-1,인천광역시(옹진군),군도,인천광역시 옹진군,군도21호선,1.5,37.65928119,125.7013062,37.65904341,125.7008364,0.000469842,0.000237777,26.84304151
46910-6,전라남도(신안군),군도,전라남도 신안군,군도17호선,1.2,34.69005826,125.9824578,34.68995781,125.994139,-0.011681168,0.000100446,179.5073277
46000-48,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도805호선,0.8,34.90099026,126.0457264,34.90404939,126.0523707,-0.006644229,-0.003059131,204.7222544
46000-46,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도805호선,1.2,34.88117129,126.0472795,34.87105618,126.0474072,-0.000127759,0.010115115,90.7236344
46910-29,전라남도(신안군),농어촌도로,전라남도 신안군,면도102호선,0.5,34.86161979,126.0582773,34.86054798,126.0528457,0.00543159,0.001071811,11.16271842
46000-67,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도805호선,1,34.85955961,126.0655639,34.85207359,126.0699057,-0.004341844,0.007486016,120.1134741
46000-49,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도805호선,1,34.91321754,126.0658223,34.91296441,126.0693328,-0.003510428,0.000253132,175.8756285
46910-4,전라남도(신안군),군도,전라남도 신안군,군도33호선,0.2,35.07515629,126.0690253,35.07292143,126.060473,0.008552296,0.002234859,14.64486899
46910-31,전라남도(신안군),지방도,전라남도 신안군,지방도805호선,1,34.85033836,126.0728204,34.85781826,126.0665707,0.006249697,-0.007479897,309.8798522
46910-5,전라남도(신안군),군도,전라남도 신안군,군도7호선,0.5,34.8809673,126.0784944,34.87784493,126.0774322,0.001062167,0.003122372,71.21274725
46910-21,전라남도(신안군),군도,전라남도 신안군,군도8호선,0.4,34.75339238,126.086564,34.7539861,126.0825455,0.004018542,-0.000593719,351.5956402
46910-3,전라남도(신안군),군도,전라남도 신안군,군도13호선,1.7,35.07835215,126.1054885,35.06464837,126.1006504,0.004838078,0.013703779,70.55457495
46910-1,전라남도(신안군),군도,전라남도 신안군,군도16호선,1.2,34.99794207,126.1082407,35.00249038,126.0990878,0.009152814,-0.004548306,333.5758491
46000-45,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도825호선,0.7,35.106548,126.111715,35.10446554,126.1076326,0.004082448,0.002082458,27.02613894
28720-15,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.4,37.22559201,126.1127456,37.23098706,126.1116115,0.001134056,-0.005395042,281.8709352
28720-14,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.2,37.24977621,126.1148395,37.25066439,126.1153073,-0.000467787,-0.000888179,242.2250655
46910-30,전라남도(신안군),군도,전라남도 신안군,군도8호선,0.5,34.747136,126.1159615,34.74742589,126.111445,0.004516547,-0.000289886,356.3276112
28720-16,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.9,37.21834288,126.1167958,37.21359994,126.1170993,-0.000303578,0.004742944,93.66228602
46910-33,전라남도(신안군),농어촌도로,전라남도 신안군,301,0.3,34.842168,126.121208,34.84301561,126.1238896,-0.002681611,-0.000847607,197.5407795
46910-20,전라남도(신안군),군도,전라남도 신안군,군도8호선,0.3,34.75213952,126.1213557,34.75058955,126.1189794,0.002376375,0.001549966,33.11398019
28720-11,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.9,37.23444052,126.133675,37.23839572,126.1280232,0.005651864,-0.003955202,325.0154833
28720-17,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.2,37.22868935,126.1426943,37.22771316,126.144231,-0.00153671,0.000976195,147.5742347
46910-24,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로101호선,0.95,34.78244233,126.142775,34.77455208,126.1398677,0.002907354,0.00789025,69.77245302
46910-23,전라남도(신안군),군도,전라남도 신안군,군도10호선,0.8,34.78419743,126.1429867,34.78565552,126.1338788,0.009107868,-0.001458096,350.9045904
28720-13,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.2,37.22784347,126.1440899,37.22861256,126.1430906,0.000999284,-0.000769089,322.4166908
46910-26,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로201호선,0.4,34.78365784,126.1441418,34.78340276,126.1471883,-0.003046548,0.00025508,175.2139193
46910-32,전라남도(신안군),농어촌도로,전라남도 신안군,301,0.6,34.86866702,126.1444371,34.8735197,126.1416084,0.002828724,-0.004852677,300.2387781
46910-2,전라남도(신안군),군도,전라남도 신안군,군도9호선,1.2,34.98766027,126.1453311,34.97801326,126.1470705,-0.001739322,0.009647006,100.2204308
28720-12,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.4,37.22653379,126.1463831,37.22762811,126.1500311,-0.003648062,-0.001094321,196.6978378
46910-25,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로102호선,1.7,34.79185758,126.149423,34.80622036,126.1507888,-0.00136581,-0.01436278,264.567867
46910-27,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로201호선,1.2,34.77828971,126.1501159,34.77352709,126.1585754,-0.008459495,0.00476262,150.6208816
28720-42,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,1.1,37.22754092,126.1546352,37.22358993,126.1612003,-0.006565144,0.003950989,148.9599223
44825-2,충청남도(태안군),군도,충청남도 태안군,군도7호선,1.5,36.81659034,126.1602283,36.825443,126.1608796,-0.000651255,-0.008852657,265.7925559
46910-28,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로201호선,0.4,34.76906931,126.1610059,34.76875497,126.1572311,0.003774838,0.000314338,4.760144138
28720-43,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.5,37.2213004,126.1647096,37.22031761,126.1688594,-0.004149844,0.000982796,166.6762779
46910-22,전라남도(신안군),군도,전라남도 신안군,군도10호선,0.8,34.79379453,126.1713511,34.7915239,126.1634643,0.00788682,0.002270633,16.06122758
46000-44,전라남도(도로관리사업소),지방도,전라남도 신안군,지방도805호선,1.8,35.050786,126.202706,35.037219,126.193312,0.009394,0.013567,55.30067418
28720-23,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,1,37.17712611,126.2538864,37.17211141,126.2591706,-0.00528423,0.005014708,136.4990828
60400-3,국토관리청(익산청),일반국도,전라남도 신안군,2호선,1,34.856778,126.259367,34.859764,126.26912,-0.009753,-0.002986,197.0226083
44000-1,충청남도(본청),위임국도,충청남도 태안군,77호선,1,36.695872,126.287223,36.687155,126.289665,-0.002442,0.008717,105.649804
60300-58,국토관리청(대전청),위임국도,충청남도 태안군,77,1,36.695872,126.287223,36.687155,126.289665,,,
28720-21,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,1.5,37.25767922,126.2943483,37.26683918,126.2860997,0.008248606,-0.009159951,312.0032795
28720-22,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.7,37.25341189,126.3044635,37.26168503,126.3064574,-0.001993894,-0.008273141,256.4496668
28720-19,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.3,37.25246051,126.3071599,37.25017964,126.3101904,-0.00303056,0.002280868,143.034048
44825-4,충청남도(태안군),농어촌도로,충청남도 태안군,농어촌도로 201호,0.5,36.7310822,126.307419,36.7294754,126.310808,-0.003389,0.0016068,154.6333333
46900-1,전라남도(진도군),군도,전라남도 진도군,군도15호선,1.6,34.464682,126.311853,34.462931,126.326227,-0.014374,0.001751,173.0546106
28720-18,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.5,37.24891272,126.3163572,37.2473308,126.3166088,-0.000251626,0.001581918,99.03798633
44000-1,충청남도(본청),위임국도,충청남도 태안군,77호선,1,36.606382,126.318597,36.598761,126.324063,-0.005466,0.007621,125.6491771
60300-57,국토관리청(대전청),위임국도,충청남도 태안군,77,1,36.606382,126.318597,36.598761,126.324063,,,
28720-20,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.3,37.25206631,126.3252812,37.25535333,126.3278953,-0.002614155,-0.003287025,231.5049461
46900-2,전라남도(진도군),군도,전라남도 진도군,군도15호선,0.9,34.462931,126.326227,34.46347,126.331933,-0.005706,-0.000539,185.3962598
44210-8,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,2,36.82813549,126.3281717,36.84466198,126.3349538,-0.006782103,-0.016526489,247.6878468
28720-38,인천광역시(옹진군),농어촌도로,인천광역시 옹진군,면도114호선,1,37.54812931,126.3290648,37.54955179,126.3283498,0.000715061,-0.001422474,296.68814
44825-3,충청남도(태안군),군도,충청남도 태안군,군도 11호선,0.3,36.5166332,126.3309579,36.51331239,126.3334802,-0.002522303,0.003320812,127.2182726
44825-5,충청남도(태안군),군도,충청남도 태안군,군도11호선,0.36,36.54373387,126.331042,36.5438322,126.330608,0.000433972,-9.83269E-05,347.2337916
46900-3,전라남도(진도군),농어촌도로,전라남도 진도군,농어촌도로 의신102호선,1.1,34.410266,126.333755,34.402696,126.328866,0.004889,0.00757,57.14405551
60400-52,국토관리청(익산청),일반국도,전라남도 무안군,77,1,34.920115,126.33808,34.911224,126.336259,,,
28720-37,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.8,37.53151192,126.3501325,37.5317953,126.3463017,0.00383078,-0.000283375,355.7693561
44825-1,충청남도(태안군),군도,충청남도 태안군,군도4호선,0.6,36.59465809,126.3538237,36.59661885,126.3606077,-0.006783999,-0.00196076,196.1207307
28720-36,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,1.8,37.53237002,126.3596431,37.53142657,126.3500471,0.009596011,0.000943452,5.615110163
44210-3,충청남도(서산시),시도,충청남도 서산시,시도11호선,2,36.84240645,126.3734929,36.85200141,126.3908732,-0.017380267,-0.009594953,208.90134
44210-7,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,2.9,36.69447194,126.3925316,36.68532319,126.4052991,-0.0127675,0.00914875,144.3759225
44210-6,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,1.5,36.77904019,126.3965549,36.78795593,126.4089624,-0.0124075,-0.00891574,215.7001425
44210-13,충청남도(서산시),시도,충청남도 서산시,시도10호선,2,36.87181087,126.4077251,36.87397537,126.3794724,0.028252716,-0.0021645,355.619007
28720-35,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.4,37.53668223,126.4196038,37.53598611,126.414145,0.005458838,0.00069612,7.26723095
44210-14,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,2,36.78879816,126.4238557,36.78795593,126.4089624,0.014893271,0.000842231,3.236691701
28720-34,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.5,37.53316507,126.4278867,37.52853003,126.436916,-0.009029273,0.004635049,152.8269459
28720-33,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,1,37.53318195,126.4279087,37.53664179,126.4197234,0.008185329,-0.003459833,337.08685
44210-4,충청남도(서산시),시도,충청남도 서산시,시도13호선,2,36.86883362,126.4281821,36.88404919,126.413845,0.014337072,-0.015215571,313.2972955
60400-2,국토관리청(익산청),일반국도,전라남도 무안군,1호선,3,34.888687,126.429864,34.864382,126.42563,0.004234,0.024305,80.11807725
44210-16,충청남도(서산시),도시계획도로,충청남도 서산시,도시계획도로,0.3,36.786746,126.432789,36.787197,126.433544,-0.000755,-0.000451,210.8520254
28720-29,인천광역시(옹진군),군도,인천광역시 옹진군,군도12호선,1.5,37.51990307,126.4344388,37.52859158,126.436439,-0.002000207,-0.008688509,257.0356502
44210-12,충청남도(서산시),도시계획도로,충청남도 서산시,도시계획도로,2,36.77309999,126.4411629,36.78877177,126.43411,0.007052858,-0.015671784,294.2294341
44210-11,충청남도(서산시),도시계획도로,충청남도 서산시,도시계획도로,2.95,36.787743,126.445937,36.786385,126.442976,0.002961,0.001358,24.63755529
28720-32,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,1.39,37.53270729,126.447955,37.52867376,126.4368905,0.011064416,0.004033534,20.02933309
44210-1,충청남도(서산시),도시계획도로,충청남도 서산시,서산제일감리교회-훼미리아파트,1.3,36.78572477,126.4512887,36.78639349,126.455055,-0.003766344,-0.000668727,190.0681331
46860-2,전라남도(함평군),군도,전라남도 함평군,죽장길,0.6,35.12845299,126.4513918,35.13515486,126.4550169,-0.003625025,-0.006701866,241.591138
44210-15,충청남도(서산시),도시계획도로,충청남도 서산시,도시계획도로,0.8,36.78614086,126.451893,36.78869687,126.456065,-0.004172033,-0.002556015,211.4939044
44210-5,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,2,36.9159721,126.4527645,36.9226323,126.4707616,-0.017997079,-0.006660198,200.3080546
28720-27,인천광역시(옹진군),군도,인천광역시 옹진군,군도73호선,0.3,37.27641289,126.4537162,37.28101301,126.4621127,-0.008396481,-0.00460012,208.7166987
50000-13,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,1100도로(지방도1139호),0.15,33.308055,126.455266,33.30764634,126.455829,-0.00056298,0.000408662,144.0244885
44210-1,충청남도(서산시),도시계획도로,충청남도 서산시,KB국민은행-기산아파트,0.6,36.78361625,126.4560703,36.78551873,126.4570507,-0.000980403,-0.001902477,242.7366145
28720-31,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.91,37.53337646,126.4572805,37.53272932,126.449584,0.007696477,0.000647145,4.806312162
44210-1,충청남도(서산시),도시계획도로,충청남도 서산시,서산신협- 새마을금고,0.5,36.77756427,126.461174,36.78091631,126.4607404,0.000433613,-0.003352037,277.370733
28720-30,인천광역시(옹진군),군도,인천광역시 옹진군,군도13호선,0.3,37.5280012,126.4614843,37.52724442,126.4655065,-0.004022206,0.000756785,169.344273
28720-26,인천광역시(옹진군),군도,인천광역시 옹진군,군도73호선,0.5,37.2810914,126.4619676,37.28070656,126.4661628,-0.004195173,0.000384845,174.7586282
50000-12,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,1100도로(지방도1139호),0.6,33.324895,126.463592,33.321622,126.463162,0.00043,0.003273,82.51546349
28710-1,인천광역시(강화군),군도,인천광역시 강화군,군도1호선,0.3,37.663202,126.465041,37.659933,126.460237,0.004804,0.003269,34.23429269
60400-4,국토관리청(익산청),일반국도,전라남도 무안군,2호선,10,34.843808,126.466153,34.773941,126.523746,-0.057593,0.069867,129.4995555
50000-11,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),0.3,33.379099,126.469502,33.376331,126.468978,0.000524,0.002768,79.2803958
50000-9,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),0.5,33.397165,126.475577,33.395078,126.477576,-0.001999,0.002087,133.7662141
70100-108,한국도로공사(한국도로공사),고속국도,전라남도 함평군,12호선,1,35.02785272,126.4790949,35.03032502,126.4896234,-0.010528462,-0.002472302,193.2148214
50000-10,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),0.3,33.386075,126.48147,33.385064,126.480342,0.001128,0.001011,41.86912921
28720-28,인천광역시(옹진군),군도,인천광역시 옹진군,군도74호선,0.7,37.25555577,126.4832844,37.25515003,126.4797027,0.003581764,0.000405737,6.462832447
50000-8,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),1,33.435266,126.489633,33.426807,126.490407,-0.000774,0.008459,95.22801627
44210-1,충청남도(서산시),시도,충청남도 서산시,시도7호선,1,36.76398264,126.4942719,36.76219628,126.5067005,-0.0124286,0.00178636,171.8209049
70208-2,민자고속도로(인천대교(주)),고속국도,인천광역시 중구,110호선,1.83,37.482161,126.494289,37.472295,126.510683,-0.016394,0.009866,148.9602381
28720-24,인천광역시(옹진군),군도,인천광역시 옹진군,군도71호선,1.3,37.2555463,126.4982811,37.25362386,126.5136284,-0.015347271,0.001922433,172.8601906
44000-1,충청남도(본청),일반국도,충청남도 홍성군,40호선,1,36.59771,126.504787,36.592357,126.51245,-0.007663,0.005353,145.0637184
60300-59,국토관리청(대전청),위임국도,충청남도 홍성군,40,1,36.59771,126.504787,36.592357,126.51245,,,
46840-1,전라남도(무안군),군도,전라남도 무안군,군도34호선,1.6,34.9103765,126.506376,34.9028963,126.5044826,0.001893439,0.007480202,75.79527303
46840-2,전라남도(무안군),군도,전라남도 무안군,군도34호선,0.6,34.9588205,126.5099006,34.95445646,126.5069664,0.002934256,0.004364035,56.08420846
46860-1,전라남도(함평군),군도,전라남도 함평군,남일길,0.6,35.06817005,126.5119795,35.07116481,126.50617,0.005809522,-0.002994762,332.7292602
60400-8,국토관리청(익산청),일반국도,전라남도 영광군,22호선,2,35.247809,126.51739,35.236333,126.533606,-0.016216,0.011476,144.7131061
60400-23,국토관리청(익산청),일반국도,전북특별자치도 부안군,30호선,2,35.583395,126.521755,35.594683,126.528376,-0.006621,-0.011288,239.6061563
44270-1,충청남도(당진시),시도,충청남도 당진시,왜목터널,0.7,37.03902789,126.5306347,37.03818387,126.5365061,-0.005871411,0.00084402,171.819727
45790-1,전라북도(고창군),농어촌도로,전북특별자치도 고창군,면102호,1.7,35.43865089,126.5350542,35.44514648,126.5171798,0.017874415,-0.006495588,340.0287813
28720-25,인천광역시(옹진군),군도,인천광역시 옹진군,군도71호선,0.7,37.23304551,126.5372907,37.23300562,126.543063,-0.005772307,3.98953E-05,179.6040062
44210-9,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,1,36.7196308,126.5401605,36.72730744,126.5378819,0.0022786,-0.00767664,286.532077
41570-4,경기도(김포시),시도,경기도 김포시,김포대학로,1.6,37.726606,126.543399,37.725609,126.557725,-0.014326,0.000997,176.0189909
41570-1,경기도(김포시),시도,경기도 김포시,김포대학로,1.6,37.72660347,126.5434031,37.72563957,126.557717,-0.014313863,0.000963899,176.1475041
44210-10,충청남도(서산시),농어촌도로,충청남도 서산시,농어촌도로,1,36.65066353,126.5455379,36.64866735,126.5534932,-0.00795529,0.001996174,165.9139342
44210-2,충청남도(서산시),시도,충청남도 서산시,시도8호선,2.9,36.80375502,126.5515909,36.81154925,126.5797155,-0.0281246,-0.00779423,195.4897617
44270-1,충청남도(당진시),시도,충청남도 당진시,사성리고개,0.1,36.89341385,126.5541412,36.89641221,126.5522821,0.001859092,-0.002998352,301.8004793
70201-1,민자고속도로(신공항하이웨이(주)),고속국도,인천광역시 중구,130호선,4.4,37.53094284,126.5543986,37.55186822,126.60419,-0.049791386,-0.020925382,202.7951206
41570-5,경기도(김포시),시도,경기도 김포시,대곶로,1,37.697226,126.554418,37.686175,126.554363,5.5E-05,0.011051,89.71484555
41570-1,경기도(김포시),시도,경기도 김포시,대곶로,1.8,37.69740668,126.5548887,37.68630618,126.5544404,0.000448221,0.011100498,87.68773982
46820-1,전라남도(해남군),군도,전라남도 해남군,14호선,2,34.59442908,126.5590742,34.61076949,126.5732964,-0.014222232,-0.016340408,228.9646048
44270-11,충청남도(당진시),도시계획도로,충청남도 당진시,산단7로,3.6,37.00849793,126.5624535,37.00107843,126.5906378,-0.028184263,0.007419502,165.2515126
70100-96,한국도로공사(한국도로공사),고속국도,충청남도 보령시,15호선,1,36.34131878,126.5653947,36.34964485,126.5613814,0.004013322,-0.008326073,295.7349312
44270-1,충청남도(당진시),시도,충청남도 당진시,시도4호,0.6,36.95661948,126.566222,36.96041025,126.5572504,0.008971597,-0.00379077,337.0944761
44180-1,충청남도(보령시),시도,충청남도 보령시,시도2호선,7.7,36.40272908,126.5701528,36.39728514,126.6239415,-0.053788694,0.005443944,174.220784
41570-2,경기도(김포시),시도,경기도 김포시,대곶서로,1.1,37.63137,126.570647,37.637454,126.579964,-0.009317,-0.006084,213.1445323
41570-1,경기도(김포시),지방도,경기도 김포시,대곶서로,1.1,37.63140823,126.5707569,37.63751332,126.5799675,-0.009210528,-0.006105084,213.5379114
44210-20,충청남도(서산시),구도,충청남도 서산시,소중1리-가좌1리 마을안길,0.38,36.79031476,126.5713756,36.79071394,126.5688273,0.002548239,-0.000399176,351.0970889
41570-6,경기도(김포시),국지도,경기도 김포시,애기봉로,1.5,37.728244,126.571659,37.734036,126.581365,-0.009706,-0.005792,210.8263985
41570-1,경기도(김포시),지방도,경기도 김포시,애기봉로,1.2,37.72829441,126.571821,37.73417791,126.5818072,-0.009986144,-0.0058835,210.5051603
44270-1,충청남도(당진시),지방도,충청남도 당진시,지방도 647호,0.7,36.86089977,126.5769323,36.8583439,126.578003,-0.001070774,0.002555874,112.7310718
41570-1,경기도(김포시),시도,경기도 김포시,수남로,1.5,37.63751332,126.5799675,37.6286362,126.5914427,-0.011475291,0.00887712,142.2749805
44270-1,충청남도(당진시),시도,충청남도 당진시,시도2호,0.3,36.88797558,126.5826048,36.88884021,126.5784908,0.004113988,-0.000864635,348.1309195
60300-33,국토관리청(대전청),일반국도,충청남도 당진시,32호선,5,36.843293,126.583966,36.885601,126.59967,-0.015704,-0.042308,249.6359425
45790-4,전라북도(고창군),일반국도,전북특별자치도 고창군,일반국도22,3.4,35.53792142,126.5900896,35.50129443,126.6170949,-0.027005266,0.036626992,126.4015386
44810-11,충청남도(예산군),군도,충청남도 예산군,12호,2,36.66589269,126.5913179,36.66959975,126.6065608,-0.015242938,-0.003707061,193.6688903
50000-1,제주특별자치도(본청),지방도,제주특별자치도 제주시,516도로(지방도1131호),0.5,33.429693,126.597109,33.427716,126.600834,-0.003725,0.001977,152.0433976
45790-3,전라북도(고창군),일반국도,전북특별자치도 고창군,일반국도22,1.4,35.4241952,126.600776,35.49882482,126.6126334,-0.011857401,-0.074629613,260.9721176
44810-12,충청남도(예산군),군도,충청남도 예산군,13호,2,36.67087847,126.6077327,36.65542875,126.6062857,0.001447004,0.015449717,84.6493466
44800-1,충청남도(홍성군),군도,충청남도 홍성군,군도23호선,0.2,36.501252,126.608144,36.502656,126.608692,-0.000548,-0.001404,248.6786326
60300-39,국토관리청(대전청),일반국도,충청남도 예산군,45호선,4,36.67367,126.609342,36.674677,126.579352,0.02999,-0.001007,358.0768529
50000-7,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,516도로(지방도1131호),1,33.337134,126.610414,33.329473,126.607048,0.003366,0.007661,66.28083917
50000-6,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,516도로(지방도1131호),0.4,33.348871,126.614928,33.345213,126.61432,0.000608,0.003658,80.56307936
50000-3,제주특별자치도(본청),지방도,제주특별자치도 제주시,516도로(지방도1131호),0.2,33.394254,126.615588,33.391988,126.616699,-0.001111,0.002266,116.1183095
45790-9,전라북도(고창군),지방도,전북특별자치도 고창군,지734호,1,35.49282356,126.6180991,35.4965698,126.6127121,0.005386985,-0.003746237,325.1843383
70100-72,한국도로공사(한국도로공사),고속국도,충청남도 당진시,30호선,1,36.85091501,126.6184162,36.84325629,126.6242252,-0.005809074,0.007658722,127.1800007
50000-2,제주특별자치도(본청),지방도,제주특별자치도 제주시,516도로(지방도1131호),0.15,33.407379,126.620089,33.405911,126.61995,0.000139,0.001468,84.59098116
28260-24,인천광역시(서구),광역시도,인천광역시 서구,거첨로(청운교),1,37.56320029,126.6218688,37.56686158,126.6159589,0.005909965,-0.003661288,328.2213304
28140-1,인천광역시(동구),시도,인천광역시 동구,중2-6호선,0.2,37.48189671,126.6222223,37.48018046,126.6201486,0.00207377,0.001716258,39.6112464
44270-1,충청남도(당진시),위임국도,충청남도 당진시,국도32호,0.7,36.89594086,126.6229139,36.89127246,126.6151833,0.007730609,0.004668398,31.12714639
